variation_id,run_number,crn_seed,final_status,years_survived,final_population,final_resources,final_health,distance_covered,disease_outbreaks,overcrowding_events,critical_rationing,normal_rationing,min_resources,max_resources,mean_resources,std_resources,total_weight,initial_population,ship_capacity,initial_resources,birth_rate,death_rate,resource_gen_rate,lightspeed_fraction,health_index,diff_initial_population,diff_ship_capacity,diff_initial_resources,diff_birth_rate,diff_death_rate,diff_resource_gen_rate,diff_lightspeed_fraction,diff_health_index
initial_resources_101000,4,46,Success,720,13,1182.033353178011,107.80000000000001,40161613694976.07,48,2,93,183,697.4090571498461,94719.78741840424,17164.26851670318,21884.93386633954,69664.26851670319,1000,1050,101000,9.4,3.7,102.0,0.0059,100,0,0,1000,0.0,0.0,0.0,0.0,0
initial_resources_101000,5,47,Success,720,19,1839.5395374930413,88.2,40161613694976.07,34,2,80,160,1346.2136920224807,89785.26378429812,20337.383463589238,20963.27089922672,72837.38346358924,1000,1050,101000,9.4,3.7,102.0,0.0059,100,0,0,1000,0.0,0.0,0.0,0.0,0
initial_resources_101000,6,48,Failed,696,0,176.73733299800898,100.0,38822893238476.945,48,2,89,140,89.2383993386663,98251.58019744477,13798.433041753568,20517.549765688786,66298.43304175357,1000,1050,101000,9.4,3.7,102.0,0.0059,100,0,0,1000,0.0,0.0,0.0,0.0,0
initial_resources_101000,7,49,Success,720,4,513.3187749494325,107.80000000000001,40161613694976.07,44,2,108,162,307.0092373965349,107493.23978300806,16471.36551041988,24954.401752902108,68971.36551041988,1000,1050,101000,9.4,3.7,102.0,0.0059,100,0,0,1000,0.0,0.0,0.0,0.0,0
initial_resources_101000,8,50,Failed,704,0,160.13789178762568,100.0,39269133390643.32,39,2,92,157,70.08815326136309,102103.90486137246,18182.416433632603,25968.756862675855,70682.4164336326,1000,1050,101000,9.4,3.7,102.0,0.0059,100,0,0,1000,0.0,0.0,0.0,0.0,0
initial_resources_101000,9,51,Success,720,3,383.5568553765048,107.80000000000001,40161613694976.07,46,2,108,195,219.96982495655294,109120.74192414075,16685.148571567013,24454.521909531417,69185.14857156701,1000,1050,101000,9.4,3.7,102.0,0.0059,100,0,0,1000,0.0,0.0,0.0,0.0,0
initial_resources_101000,10,52,Success,720,13,1327.9279749888515,107.80000000000001,40161613694976.07,40,2,80,162,1104.2379875048364,89099.50913638044,14819.112894056609,17456.42414495457,67319.11289405661,1000,1050,101000,9.4,3.7,102.0,0.0059,100,0,0,1000,0.0,0.0,0.0,0.0,0
initial_resources_101000,11,53,Success,720,33,3749.935251271391,88.2,40161613694976.07,20,2,70,186,2508.573224157398,105938.33557957664,25926.310352219032,23281.214211312817,78426.31035221904,1000,1050,101000,9.4,3.7,102.0,0.0059,100,0,0,1000,0.0,0.0,0.0,0.0,0
initial_resources_101000,12,54,Success,720,12,1462.4684349983063,107.80000000000001,40161613694976.07,37,2,90,158,861.5379485563597,97576.62179033735,16960.10568346636,20965.404703383083,69460.10568346636,1000,1050,101000,9.4,3.7,102.0,0.0059,100,0,0,1000,0.0,0.0,0.0,0.0,0
initial_resources_101000,13,55,Success,720,9,1023.6707108440554,107.80000000000001,40161613694976.07,37,2,88,179,791.8913978540993,87723.56496922445,25954.299275613746,26445.219481072298,78454.29927561374,1000,1050,101000,9.4,3.7,102.0,0.0059,100,0,0,1000,0.0,0.0,0.0,0.0,0
initial_resources_101000,14,56,Success,720,8,934.3031607973599,107.80000000000001,40161613694976.07,43,2,105,191,626.9849745420192,102397.06020794653,12799.540654463312,18779.46383177443,65299.540654463315,1000,1050,101000,9.4,3.7,102.0,0.0059,100,0,0,1000,0.0,0.0,0.0,0.0,0
initial_resources_101000,15,57,Success,720,6,636.2111466802438,107.80000000000001,40161613694976.07,32,2,90,188,520.8909457296007,97489.68645175328,16802.50951525195,21524.970143963837,69302.50951525195,1000,1050,101000,9.4,3.7,102.0,0.0059,100,0,0,1000,0.0,0.0,0.0,0.0,0
initial_resources_101000,16,58,Success,720,3,440.6719817093941,107.80000000000001,40161613694976.07,45,2,103,199,204.6223960150205,107938.0958623579,23188.391956813863,26241.855058904992,75688.39195681387,1000,1050,101000,9.4,3.7,102.0,0.0059,100,0,0,1000,0.0,0.0,0.0,0.0,0
initial_resources_101000,17,59,Success,720,8,830.1620090004824,88.2,40161613694976.07,31,2,94,204,558.6430297117829,87331.92842372984,19236.632930018168,22294.224069076452,71736.63293001817,1000,1050,101000,9.4,3.7,102.0,0.0059,100,0,0,1000,0.0,0.0,0.0,0.0,0
initial_resources_101000,18,60,Success,720,4,560.2132879518576,107.80000000000001,40161613694976.07,37,2,95,166,398.65207860433634,99434.62436553705,15110.607509563599,19687.969228306196,67610.6075095636,1000,1050,101000,9.4,3.7,102.0,0.0059,100,0,0,1000,0.0,0.0,0.0,0.0,0
initial_resources_101000,19,61,Failed,608,0,162.6174599192645,100.0,33914251564646.73,40,2,86,128,76.94108883131808,100669.10071700218,19044.104516623698,26230.53355168594,71544.1045166237,1000,1050,101000,9.4,3.7,102.0,0.0059,100,0,0,1000,0.0,0.0,0.0,0.0,0
initial_resources_101000,20,62,Success,720,2,204.16834129642882,107.80000000000001,40161613694976.07,34,2,88,177,204.16834129642882,97235.39632674684,18030.273836731158,23313.87382652621,70530.27383673115,1000,1050,101000,9.4,3.7,102.0,0.0059,100,0,0,1000,0.0,0.0,0.0,0.0,0
initial_resources_101000,21,63,Success,720,13,1476.556003102876,107.80000000000001,40161613694976.07,26,2,95,179,629.4578200277588,95793.07306685753,11680.233713567497,17391.464356625656,64180.2337135675,1000,1050,101000,9.4,3.7,102.0,0.0059,100,0,0,1000,0.0,0.0,0.0,0.0,0
initial_resources_101000,22,64,Success,720,8,830.4983207835943,88.2,40161613694976.07,35,2,89,189,725.5035665135182,115249.77504872606,17476.99241305842,20977.179455155016,69976.99241305841,1000,1050,101000,9.4,3.7,102.0,0.0059,100,0,0,1000,0.0,0.0,0.0,0.0,0
initial_resources_101000,23,65,Failed,679,0,187.17388227176966,100.0,37874632915123.4,40,2,96,161,87.9319798208268,105801.20168380527,16622.164073626882,22748.538045113834,69122.16407362689,1000,1050,101000,9.4,3.7,102.0,0.0059,100,0,0,1000,0.0,0.0,0.0,0.0,0
initial_resources_101000,24,66,Success,720,6,614.3673766213792,78.4,40161613694976.07,30,2,92,187,606.8736052567506,95474.74232080762,15340.181149302742,18908.17472013131,67840.18114930275,1000,1050,101000,9.4,3.7,102.0,0.0059,100,0,0,1000,0.0,0.0,0.0,0.0,0
initial_resources_101000,25,67,Success,720,8,1000.1096568648737,98.0,40161613694976.07,32,2,88,193,748.5242753006164,84838.71975419151,15078.9273202715,17694.61704409096,67578.9273202715,1000,1050,101000,9.4,3.7,102.0,0.0059,100,0,0,1000,0.0,0.0,0.0,0.0,0
initial_resources_101000,26,68,Success,720,8,980.9853212483008,107.80000000000001,40161613694976.07,31,2,98,192,748.5848909167582,85917.61027596127,16173.677371495214,20763.847337550953,68673.67737149521,1000,1050,101000,9.4,3.7,102.0,0.0059,100,0,0,1000,0.0,0.0,0.0,0.0,0
initial_resources_101000,27,69,Success,720,5,604.0924247458161,107.80000000000001,40161613694976.07,36,2,97,182,449.1600334731752,79740.01550794071,14482.800215463827,17785.051457723664,66982.80021546382,1000,1050,101000,9.4,3.7,102.0,0.0059,100,0,0,1000,0.0,0.0,0.0,0.0,0
initial_resources_101000,28,70,Success,720,14,1395.6248447335486,88.2,40161613694976.07,39,2,88,200,1021.7007774961148,83790.36632058494,15669.164268571945,18116.935136856293,68169.16426857194,1000,1050,101000,9.4,3.7,102.0,0.0059,100,0,0,1000,0.0,0.0,0.0,0.0,0
initial_resources_101000,29,71,Success,720,12,1548.8955948230393,107.80000000000001,40161613694976.07,46,2,89,176,703.1682464361675,103521.77638643583,20088.39686895163,24522.838559875625,72588.39686895163,1000,1050,101000,9.4,3.7,102.0,0.0059,100,0,0,1000,0.0,0.0,0.0,0.0,0
initial_resources_101000,30,72,Success,720,18,1908.8958888873062,88.2,40161613694976.07,31,2,81,172,1706.73802292536,123941.46472265523,22919.993318534773,28806.813596325144,75419.99331853478,1000,1050,101000,9.4,3.7,102.0,0.0059,100,0,0,1000,0.0,0.0,0.0,0.0,0
initial_resources_101000,31,73,Success,720,12,1103.6965741344522,88.2,40161613694976.07,29,4,87,167,587.8954429009375,109909.79440309678,23820.77744334408,28862.069879861745,76320.77744334408,1000,1050,101000,9.4,3.7,102.0,0.0059,100,0,0,1000,0.0,0.0,0.0,0.0,0
initial_resources_101000,32,74,Success,720,1,247.94937807064184,107.80000000000001,40161613694976.07,43,2,102,174,132.86584892119865,83676.47335309918,14892.65749558095,20173.560894324437,67392.65749558095,1000,1050,101000,9.4,3.7,102.0,0.0059,100,0,0,1000,0.0,0.0,0.0,0.0,0
initial_resources_101000,33,75,Success,720,7,688.9870408387276,98.0,40161613694976.07,36,2,91,191,652.3881574914631,103426.27208377513,19531.433777360304,23981.25382547832,72031.4337773603,1000,1050,101000,9.4,3.7,102.0,0.0059,100,0,0,1000,0.0,0.0,0.0,0.0,0
initial_resources_101000,34,76,Success,720,4,504.42371858333945,107.80000000000001,40161613694976.07,37,2,94,159,378.709071747272,106651.09536387672,17223.96890337806,21274.547185539108,69723.96890337806,1000,1050,101000,9.4,3.7,102.0,0.0059,100,0,0,1000,0.0,0.0,0.0,0.0,0
initial_resources_101000,35,77,Success,720,12,1259.8354368795603,107.80000000000001,40161613694976.07,35,2,91,172,828.3221171013827,110149.31811966852,17762.074716389252,20798.6062800883,70262.07471638925,1000,1050,101000,9.4,3.7,102.0,0.0059,100,0,0,1000,0.0,0.0,0.0,0.0,0
initial_resources_101000,36,78,Success,720,15,1820.5616755537872,107.80000000000001,40161613694976.07,35,2,91,147,653.600696552995,107816.57016869058,17096.696013274093,23867.964307559276,69596.6960132741,1000,1050,101000,9.4,3.7,102.0,0.0059,100,0,0,1000,0.0,0.0,0.0,0.0,0
initial_resources_101000,37,79,Failed,662,0,182.1604070837763,100.0,36926372591769.85,48,2,99,152,79.51252161781886,104354.83005340936,17236.94933942542,23355.956794848273,69736.94933942542,1000,1050,101000,9.4,3.7,102.0,0.0059,100,0,0,1000,0.0,0.0,0.0,0.0,0
initial_resources_101000,38,80,Success,720,1,146.93864706026108,107.80000000000001,40161613694976.07,35,2,85,176,141.68701329359186,99085.83157780004,18833.525814937046,23393.384666612732,71333.52581493705,1000,1050,101000,9.4,3.7,102.0,0.0059,100,0,0,1000,0.0,0.0,0.0,0.0,0
initial_resources_101000,39,81,Success,720,1,116.89034835308425,86.24,40161613694976.07,32,2,96,152,116.89034835308425,115304.07142626397,14794.114970600467,23079.07067597391,67294.11497060047,1000,1050,101000,9.4,3.7,102.0,0.0059,100,0,0,1000,0.0,0.0,0.0,0.0,0
initial_resources_101000,40,82,Success,720,16,1538.8596309668983,88.2,40161613694976.07,31,2,86,216,1081.8081335573656,99763.80784921236,16530.582050982503,21887.973424032207,69030.5820509825,1000,1050,101000,9.4,3.7,102.0,0.0059,100,0,0,1000,0.0,0.0,0.0,0.0,0
initial_resources_101000,41,83,Success,720,1,115.09587251041839,107.80000000000001,40161613694976.07,31,2,85,139,104.55596737038304,80706.34997955637,13589.600160386335,19091.82010286976,66089.60016038634,1000,1050,101000,9.4,3.7,102.0,0.0059,100,0,0,1000,0.0,0.0,0.0,0.0,0
initial_resources_101000,42,84,Success,720,14,1664.9072584288201,107.80000000000001,40161613694976.07,35,2,88,196,1098.4071548041024,90272.85792324043,16460.228758087378,20164.9173315119,68960.22875808738,1000,1050,101000,9.4,3.7,102.0,0.0059,100,0,0,1000,0.0,0.0,0.0,0.0,0
initial_resources_101000,43,85,Success,720,3,328.24605613891566,107.80000000000001,40161613694976.07,35,2,93,190,328.24605613891566,120154.91058426502,20757.02803254374,26223.97624863396,73257.02803254375,1000,1050,101000,9.4,3.7,102.0,0.0059,100,0,0,1000,0.0,0.0,0.0,0.0,0
initial_resources_101000,44,86,Success,720,4,394.38964182994187,107.80000000000001,40161613694976.07,34,2,87,191,370.7954652795886,104075.30044635836,21787.797010778442,27573.093827435718,74287.79701077845,1000,1050,101000,9.4,3.7,102.0,0.0059,100,0,0,1000,0.0,0.0,0.0,0.0,0
initial_resources_101000,45,87,Success,720,1,73.76312142505546,75.46,40161613694976.07,36,2,93,145,73.76312142505546,100492.98328178069,18380.525119536123,21837.893497123456,70880.52511953612,1000,1050,101000,9.4,3.7,102.0,0.0059,100,0,0,1000,0.0,0.0,0.0,0.0,0
initial_resources_101000,46,88,Success,720,8,775.8700632047478,107.80000000000001,40161613694976.07,35,2,93,171,699.4859617752222,101547.21694220198,14277.839989647277,17541.984670379956,66777.83998964727,1000,1050,101000,9.4,3.7,102.0,0.0059,100,0,0,1000,0.0,0.0,0.0,0.0,0
initial_resources_101000,47,89,Success,720,6,607.8086383101189,107.80000000000001,40161613694976.07,34,2,83,183,547.4026323478821,106783.14201889065,25155.43907687519,25747.15784855803,77655.43907687519,1000,1050,101000,9.4,3.7,102.0,0.0059,100,0,0,1000,0.0,0.0,0.0,0.0,0
initial_resources_101000,48,90,Success,720,1,252.64128480430608,107.80000000000001,40161613694976.07,37,2,103,171,249.912876708711,92628.46267430572,14806.32430239077,21675.539849870755,67306.32430239077,1000,1050,101000,9.4,3.7,102.0,0.0059,100,0,0,1000,0.0,0.0,0.0,0.0,0
initial_resources_101000,49,91,Success,720,19,1875.3034713207107,88.2,40161613694976.07,36,2,83,182,1154.385887809456,102676.5475978982,23289.501443251487,27686.322632233278,75789.50144325149,1000,1050,101000,9.4,3.7,102.0,0.0059,100,0,0,1000,0.0,0.0,0.0,0.0,0
initial_resources_101000,50,92,Success,720,3,352.70605009807224,107.80000000000001,40161613694976.07,40,2,83,182,333.36053897428053,88924.7226269336,15404.729613309823,21313.75301145411,67904.72961330983,1000,1050,101000,9.4,3.7,102.0,0.0059,100,0,0,1000,0.0,0.0,0.0,0.0,0
initial_resources_101000,51,93,Success,720,13,1234.4269400184617,107.80000000000001,40161613694976.07,47,2,93,180,828.6097502284481,94609.35183089366,16747.85941679588,22679.30949739282,69247.85941679588,1000,1050,101000,9.4,3.7,102.0,0.0059,100,0,0,1000,0.0,0.0,0.0,0.0,0
initial_resources_101000,52,94,Success,720,10,992.611502757383,88.2,40161613694976.07,30,2,92,163,517.5700565700347,100982.91895767358,15713.10408782189,21600.083634783234,68213.10408782189,1000,1050,101000,9.4,3.7,102.0,0.0059,100,0,0,1000,0.0,0.0,0.0,0.0,0
initial_resources_101000,53,95,Failed,667,0,169.93611677930426,100.0,37205272686873.836,42,2,84,129,65.48077548320336,95221.63546570294,15401.916597208558,21543.273116423723,67901.91659720856,1000,1050,101000,9.4,3.7,102.0,0.0059,100,0,0,1000,0.0,0.0,0.0,0.0,0
initial_resources_101000,54,96,Success,720,8,624.6586889040975,70.56,40161613694976.07,42,2,100,142,624.6586889040975,116634.7857266228,20607.189386529517,25999.67961608126,73107.18938652951,1000,1050,101000,9.4,3.7,102.0,0.0059,100,0,0,1000,0.0,0.0,0.0,0.0,0
initial_resources_101000,55,97,Failed,672,0,187.4402611087613,100.0,37484172781977.82,28,2,81,107,86.34682080290976,108859.08533446779,15118.470570094496,23472.984346419365,67618.47057009449,1000,1050,101000,9.4,3.7,102.0,0.0059,100,0,0,1000,0.0,0.0,0.0,0.0,0
initial_resources_101000,56,98,Success,720,5,574.7901052556738,107.80000000000001,40161613694976.07,35,2,103,182,506.1062730973463,101441.28921209785,13434.333841676826,20672.06005303902,65934.33384167682,1000,1050,101000,9.4,3.7,102.0,0.0059,100,0,0,1000,0.0,0.0,0.0,0.0,0
initial_resources_101000,57,99,Failed,699,0,177.00418454997975,100.0,38990233295539.336,31,2,79,169,77.35263504277863,101437.26085212665,18382.839708532127,22713.12140645425,70882.83970853212,1000,1050,101000,9.4,3.7,102.0,0.0059,100,0,0,1000,0.0,0.0,0.0,0.0,0
initial_resources_101000,58,100,Success,720,8,714.0563330766114,88.2,40161613694976.07,30,2,88,182,532.4342580156522,87440.37774503688,14842.835079936316,19592.796287037698,67342.83507993631,1000,1050,101000,9.4,3.7,102.0,0.0059,100,0,0,1000,0.0,0.0,0.0,0.0,0
initial_resources_101000,59,101,Success,720,10,918.189963017823,107.80000000000001,40161613694976.07,38,2,88,184,918.189963017823,79489.44756304305,17930.256736138283,21048.2441716291,70430.25673613828,1000,1050,101000,9.4,3.7,102.0,0.0059,100,0,0,1000,0.0,0.0,0.0,0.0,0
initial_resources_101000,60,102,Success,720,2,224.7814802083334,107.80000000000001,40161613694976.07,35,2,96,158,224.7814802083334,98314.3216607978,17169.697016066133,21963.157361224487,69669.69701606613,1000,1050,101000,9.4,3.7,102.0,0.0059,100,0,0,1000,0.0,0.0,0.0,0.0,0
initial_resources_101000,61,103,Failed,673,0,152.74707437191768,100.0,37539952800998.62,40,2,96,153,54.498749101789656,92120.25326150782,14417.43304683431,17333.960492889226,66917.43304683431,1000,1050,101000,9.4,3.7,102.0,0.0059,100,0,0,1000,0.0,0.0,0.0,0.0,0
initial_resources_101000,62,104,Success,720,1,266.5388192251521,107.80000000000001,40161613694976.07,37,2,100,176,157.81328505125143,108936.99583808641,15239.922799593278,22720.073331624553,67739.92279959327,1000,1050,101000,9.4,3.7,102.0,0.0059,100,0,0,1000,0.0,0.0,0.0,0.0,0
initial_resources_101000,63,105,Success,720,21,2053.4472281052153,98.0,40161613694976.07,31,2,86,181,1515.2063416449878,105548.79825206831,26131.69062162931,22508.810219800318,78631.69062162931,1000,1050,101000,9.4,3.7,102.0,0.0059,100,0,0,1000,0.0,0.0,0.0,0.0,0
initial_resources_101000,64,106,Success,720,16,1763.080566738006,107.80000000000001,40161613694976.07,32,2,98,175,1064.562071990566,101720.5750684086,27681.201876803207,28821.33845641049,80181.20187680321,1000,1050,101000,9.4,3.7,102.0,0.0059,100,0,0,1000,0.0,0.0,0.0,0.0,0
initial_resources_101000,65,107,Success,720,12,1292.6165056801324,107.80000000000001,40161613694976.07,36,2,94,176,856.0602351859116,106028.16917796913,15671.809989614989,23073.154582542393,68171.809989615,1000,1050,101000,9.4,3.7,102.0,0.0059,100,0,0,1000,0.0,0.0,0.0,0.0,0
initial_resources_101000,66,108,Success,720,14,1729.7121485293765,98.0,40161613694976.07,34,2,93,186,638.1676699662271,99591.22038419114,13565.813237124637,20561.355052294035,66065.81323712463,1000,1050,101000,9.4,3.7,102.0,0.0059,100,0,0,1000,0.0,0.0,0.0,0.0,0
initial_resources_101000,67,109,Success,720,4,400.80069789718164,107.80000000000001,40161613694976.07,34,2,96,178,219.69571513035095,108825.66806817366,19023.27910661636,27355.922830382333,71523.27910661636,1000,1050,101000,9.4,3.7,102.0,0.0059,100,0,0,1000,0.0,0.0,0.0,0.0,0
initial_resources_101000,68,110,Failed,678,0,165.75891694530867,100.0,37818852896102.6,47,2,97,147,84.2047264043006,94541.52490460995,14813.425800030192,20032.986260134778,67313.42580003019,1000,1050,101000,9.4,3.7,102.0,0.0059,100,0,0,1000,0.0,0.0,0.0,0.0,0
initial_resources_101000,69,111,Success,720,10,1121.556297195091,107.80000000000001,40161613694976.07,43,2,88,168,775.4412520582516,85139.35620060394,18154.645769079587,20650.44240749532,70654.6457690796,1000,1050,101000,9.4,3.7,102.0,0.0059,100,0,0,1000,0.0,0.0,0.0,0.0,0
initial_resources_101000,70,112,Success,720,5,465.98246431650244,107.80000000000001,40161613694976.07,45,2,92,189,444.48729174525397,97622.05585980357,12925.210599429938,19807.491817328224,65425.210599429935,1000,1050,101000,9.4,3.7,102.0,0.0059,100,0,0,1000,0.0,0.0,0.0,0.0,0
initial_resources_101000,71,113,Success,720,19,1779.089436606695,88.2,40161613694976.07,40,2,93,190,1185.6229738062552,99504.3845986274,14075.420633656804,21800.11580778401,66575.4206336568,1000,1050,101000,9.4,3.7,102.0,0.0059,100,0,0,1000,0.0,0.0,0.0,0.0,0
initial_resources_101000,72,114,Success,720,10,831.4344296255533,88.2,40161613694976.07,37,2,92,183,789.5163554444946,114069.32355517011,23627.321611056912,27433.076698945002,76127.32161105692,1000,1050,101000,9.4,3.7,102.0,0.0059,100,0,0,1000,0.0,0.0,0.0,0.0,0
initial_resources_101000,73,115,Success,720,1,148.57724360615316,107.80000000000001,40161613694976.07,42,2,100,169,148.57724360615316,88591.5852214924,16367.776492222603,21168.121428478884,68867.7764922226,1000,1050,101000,9.4,3.7,102.0,0.0059,100,0,0,1000,0.0,0.0,0.0,0.0,0
initial_resources_101000,74,116,Success,720,23,2468.6208384840756,107.80000000000001,40161613694976.07,32,2,81,198,1412.270863463431,87361.9639919076,19940.096077617236,15814.775204978,72440.09607761723,1000,1050,101000,9.4,3.7,102.0,0.0059,100,0,0,1000,0.0,0.0,0.0,0.0,0
initial_resources_101000,75,117,Success,720,2,270.67026571370417,107.80000000000001,40161613694976.07,38,2,98,168,248.15458096720036,88718.45457831948,12917.260415546943,19074.576610393317,65417.260415546945,1000,1050,101000,9.4,3.7,102.0,0.0059,100,0,0,1000,0.0,0.0,0.0,0.0,0
initial_resources_101000,76,118,Success,720,12,1683.8325813688296,107.80000000000001,40161613694976.07,40,2,96,197,732.5023924163866,82793.2625111881,16706.906728932736,22198.40707087171,69206.90672893274,1000,1050,101000,9.4,3.7,102.0,0.0059,100,0,0,1000,0.0,0.0,0.0,0.0,0
initial_resources_101000,77,119,Success,720,3,343.884681662954,107.80000000000001,40161613694976.07,30,2,95,196,331.3609543109944,98287.30645321507,17798.797505267794,21710.212056908505,70298.7975052678,1000,1050,101000,9.4,3.7,102.0,0.0059,100,0,0,1000,0.0,0.0,0.0,0.0,0
initial_resources_101000,78,120,Success,720,10,1283.857450385911,107.80000000000001,40161613694976.07,40,2,96,191,587.7137212233222,96592.1654571777,19048.60121231755,23184.34057468002,71548.60121231755,1000,1050,101000,9.4,3.7,102.0,0.0059,100,0,0,1000,0.0,0.0,0.0,0.0,0
initial_resources_101000,79,121,Success,720,6,727.132446498974,107.80000000000001,40161613694976.07,34,2,96,187,612.1819752470988,88198.88323277938,13298.408558517971,17856.374756567653,65798.40855851797,1000,1050,101000,9.4,3.7,102.0,0.0059,100,0,0,1000,0.0,0.0,0.0,0.0,0
initial_resources_101000,80,122,Success,720,4,304.792670537071,107.80000000000001,40161613694976.07,43,2,102,148,304.792670537071,88786.00115719071,12700.058903214485,17789.902488903437,65200.058903214485,1000,1050,101000,9.4,3.7,102.0,0.0059,100,0,0,1000,0.0,0.0,0.0,0.0,0
initial_resources_101000,81,123,Success,720,5,526.186026091462,107.80000000000001,40161613694976.07,29,2,91,195,417.4093291022793,91501.59451948645,15045.331463449109,18128.359805784363,67545.33146344911,1000,1050,101000,9.4,3.7,102.0,0.0059,100,0,0,1000,0.0,0.0,0.0,0.0,0
initial_resources_101000,82,124,Success,720,11,1336.541941096575,107.80000000000001,40161613694976.07,39,2,92,173,987.8026690761512,87523.00357025824,19972.4154972674,21427.221748106327,72472.4154972674,1000,1050,101000,9.4,3.7,102.0,0.0059,100,0,0,1000,0.0,0.0,0.0,0.0,0
initial_resources_101000,83,125,Success,720,11,1174.0822161047415,88.2,40161613694976.07,31,2,85,177,765.4155390828353,111350.05309682147,22841.839827435535,27321.397417321812,75341.83982743553,1000,1050,101000,9.4,3.7,102.0,0.0059,100,0,0,1000,0.0,0.0,0.0,0.0,0
initial_resources_101000,84,126,Success,720,6,531.9317049709525,64.67999999999999,40161613694976.07,39,2,93,189,531.9317049709525,104494.1614737976,14826.492978218595,21387.389130341002,67326.4929782186,1000,1050,101000,9.4,3.7,102.0,0.0059,100,0,0,1000,0.0,0.0,0.0,0.0,0
initial_resources_101000,85,127,Success,720,19,2015.0567502105991,107.80000000000001,40161613694976.07,30,2,86,210,1730.2822847257185,89821.64727741721,18367.42307077584,20317.85199974499,70867.42307077584,1000,1050,101000,9.4,3.7,102.0,0.0059,100,0,0,1000,0.0,0.0,0.0,0.0,0
initial_resources_101000,86,128,Success,720,1,132.32764959178596,107.80000000000001,40161613694976.07,36,2,103,183,132.32764959178596,93648.54575312191,11545.736303564321,16056.755789031457,64045.73630356432,1000,1050,101000,9.4,3.7,102.0,0.0059,100,0,0,1000,0.0,0.0,0.0,0.0,0
initial_resources_101000,87,129,Success,720,15,1204.1786422784808,64.67999999999999,40161613694976.07,43,2,92,187,886.2504822371875,102732.62396055303,18784.4204823501,23663.828466901195,71284.4204823501,1000,1050,101000,9.4,3.7,102.0,0.0059,100,0,0,1000,0.0,0.0,0.0,0.0,0
initial_resources_101000,88,130,Success,720,7,601.2996387350386,79.38,40161613694976.07,36,2,84,169,601.2996387350386,97733.75498101435,18962.658864072,23869.508363972916,71462.658864072,1000,1050,101000,9.4,3.7,102.0,0.0059,100,0,0,1000,0.0,0.0,0.0,0.0,0
initial_resources_101000,89,131,Success,720,2,354.4825827647547,98.0,40161613694976.07,34,4,95,165,236.41494653419284,107370.11552773722,18925.19777660106,25018.321482333173,71425.19777660107,1000,1050,101000,9.4,3.7,102.0,0.0059,100,0,0,1000,0.0,0.0,0.0,0.0,0
initial_resources_101000,90,132,Success,720,8,605.6202553611135,75.46,40161613694976.07,36,2,89,182,605.6202553611135,108020.29691385385,17720.445988999076,24228.205137217792,70220.44598899907,1000,1050,101000,9.4,3.7,102.0,0.0059,100,0,0,1000,0.0,0.0,0.0,0.0,0
initial_resources_101000,91,133,Success,720,15,1765.52886755914,107.80000000000001,40161613694976.07,35,2,95,183,1208.565421207874,113090.40577416209,21276.322539157332,23683.758750700144,73776.32253915734,1000,1050,101000,9.4,3.7,102.0,0.0059,100,0,0,1000,0.0,0.0,0.0,0.0,0
initial_resources_101000,92,134,Success,720,2,383.40468830632506,107.80000000000001,40161613694976.07,47,2,105,169,243.2739588269573,96921.15100232582,15773.67544870299,22556.736136145246,68273.675448703,1000,1050,101000,9.4,3.7,102.0,0.0059,100,0,0,1000,0.0,0.0,0.0,0.0,0
initial_resources_101000,93,135,Success,720,11,1250.0225985926913,107.80000000000001,40161613694976.07,31,2,86,154,899.0220484344654,98942.65387644502,19960.86485231091,23961.925123871246,72460.86485231092,1000,1050,101000,9.4,3.7,102.0,0.0059,100,0,0,1000,0.0,0.0,0.0,0.0,0
initial_resources_101000,94,136,Success,720,9,595.1837977677146,97.02000000000001,40161613694976.07,28,2,89,191,581.991827942215,100327.52594459972,20923.75375730432,22746.552786287906,73423.75375730432,1000,1050,101000,9.4,3.7,102.0,0.0059,100,0,0,1000,0.0,0.0,0.0,0.0,0
initial_resources_101000,95,137,Success,720,14,1505.1175998460285,98.0,40161613694976.07,31,2,91,170,989.6886680086407,90879.02549633186,17653.67800234699,20765.57410421531,70153.67800234699,1000,1050,101000,9.4,3.7,102.0,0.0059,100,0,0,1000,0.0,0.0,0.0,0.0,0
initial_resources_101000,96,138,Success,720,18,1595.506486718813,107.80000000000001,40161613694976.07,31,2,87,157,1146.9537590649916,109660.75184061407,20315.358914575812,22238.382563943065,72815.35891457582,1000,1050,101000,9.4,3.7,102.0,0.0059,100,0,0,1000,0.0,0.0,0.0,0.0,0
initial_resources_101000,97,139,Success,720,18,2071.3011129969827,107.80000000000001,40161613694976.07,28,2,84,181,1478.5892131876324,96829.76333914418,17008.345155535055,19558.892303696153,69508.34515553506,1000,1050,101000,9.4,3.7,102.0,0.0059,100,0,0,1000,0.0,0.0,0.0,0.0,0
initial_resources_101000,98,140,Success,720,1,167.07285798471898,107.80000000000001,40161613694976.07,33,2,90,179,159.80244734639075,92800.67398236334,20698.944501038994,23776.326138692686,73198.94450103899,1000,1050,101000,9.4,3.7,102.0,0.0059,100,0,0,1000,0.0,0.0,0.0,0.0,0
